Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
HPV and/or Cervical Cancer Vaccines,2010,NIAID,5R01AI073713-03,,Behavioral and Virologic Impact of HPV Immunization,"KAHN, JESSICA",CHILDREN'S HOSPITAL MED CTR (CINCINNATI),OH,"$516,831"
HPV and/or Cervical Cancer Vaccines,2010,NIGMS,1SC2AI090922-01,,Anogenital HPV Infection in a Population-Based Sample of Puerto Rican Women,"ORTIZ, ANA",UNIVERSITY OF PUERTO RICO MED SCIENCES,PR,"$141,888"
HPV and/or Cervical Cancer Vaccines,2010,NIDCR,5R01DE019075-03,,Develop an Oral HIV Vaccine Using Papilloma Virus-Like Particles as a Vector,"QIAO, LIANG",LOYOLA UNIVERSITY CHICAGO,IL,"$345,493"
HPV and/or Cervical Cancer Vaccines,2010,NCI,5R13CA132461-03,,International Papillomavirus Conferences 2007-12,"PIRISI-CREEK, LUCIA",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$13,000"
HPV and/or Cervical Cancer Vaccines,2010,NIAID,2R01AI038382-17,,HPV Capsid Antibodies,"GALLOWAY, DENISE",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$405,044"
HPV and/or Cervical Cancer Vaccines,2010,NCI,2R01CA074397-11,,HPV VLP AND ANTIGEN PRESENTING CELLS,"KAST, WIJBE",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$326,284"
HPV and/or Cervical Cancer Vaccines,2010,NIAID,1K23AI077759-01A1,,Post-Vacc. HPV Genotype Distr. Among HIV+ and HIV- Young Women in S. Africa,"ADLER, DAVID",UNIVERSITY OF ROCHESTER,NY,"$125,838"
HPV and/or Cervical Cancer Vaccines,2010,NCI,5R01CA059655-17,,Regulation of Human Papillomavirus Gene Expression,"LAIMINS, LAIMONIS",NORTHWESTERN UNIVERSITY,IL,"$311,901"
HPV and/or Cervical Cancer Vaccines,2010,NIAID,5R01AI072204-04,,"Cervical, Anal, and Oral HPV Persistence and Risk Factors Among Adolescent Girls","DIAZ, ANGELA",MOUNT SINAI SCHOOL OF MEDICINE,NY,"$807,540"
HPV and/or Cervical Cancer Vaccines,2010,NCI,2R01CA098803-06A1,,Natural History of HPV Infection in Men: The HIM Study,"GIULIANO, ANNA",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$2,105,062"
HPV and/or Cervical Cancer Vaccines,2010,NCI,5R01CA069632-12,,Cancer immunotherapy with a live recombinant vaccine,"PATERSON, YVONNE",UNIVERSITY OF PENNSYLVANIA,PA,"$326,923"
HPV and/or Cervical Cancer Vaccines,2010,NCI,5R01CA118790-04,,Mechanisms of Papillomavirus Neutralization,"RODEN, RICHARD",JOHNS HOPKINS UNIVERSITY,MD,"$280,440"
HPV and/or Cervical Cancer Vaccines,2010,NCI,5U01CA078527-13,,Persistent HPV in Women at Risk for Cervix Cancer,"BURK, ROBERT",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$596,586"
HPV and/or Cervical Cancer Vaccines,2010,NCI,5R01CA136847-02,,Diindolylmethane enhances the efficacy of preventive vaccines in an HPV transgeni,"SEPKOVIC, DANIEL",HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,"$361,673"
