Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA133749-04,,A Phase I Study to Evaluate the Safety and Immunogenicity of HPV 16 L2 11-200,"HUH, WARNER",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$255,953"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA098803-08,,Natural History of HPV Infection in Men: The HIM Study,"GIULIANO, ANNA",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$1,927,539"
HPV and/or Cervical Cancer Vaccines,2012,NIAID,5R01AI073713-05,,Behavioral and Virologic Impact of HPV Immunization,"KAHN, JESSICA",CHILDREN'S HOSPITAL MEDICAL CENTER CINCI,OH,"$501,511"
HPV and/or Cervical Cancer Vaccines,2012,NIAID,5R01AI038382-19,,HPV Capsid Antibodies,"GALLOWAY, DENISE",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$403,429"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA142691-03,,Mechanisms of mucosal immune evasion in high grade cervical dysplasia,"TRIMBLE, CORNELIA",JOHNS HOPKINS UNIVERSITY,MD,"$266,635"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA136847-04,,Diindolylmethane enhances the efficacy of preventive vaccines in an HPV transgeni,"SEPKOVIC, DANIEL",HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,"$350,823"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R21CA152803-02,,Team Activation To Increase HPV Vaccination Rates,"KATZ, MIRA",OHIO STATE UNIVERSITY,OH,"$165,844"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R13CA132461-05,,International Papillomavirus Conferences 2007-12,"PIRISI-CREEK, LUCIA",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$6,000"
HPV and/or Cervical Cancer Vaccines,2012,NCI,1R01CA154549-01A1,,Increasing HPV Vaccine Uptake in a Low Income Ethnic Minority Population,"BASTANI, ROSHAN",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$745,403"
HPV and/or Cervical Cancer Vaccines,2012,NICHD,1K23HD068394-01A1,,Social Network Influences on Values Related to Parental HPV Vaccine Refusal,"FU, LINDA",CHILDREN'S RESEARCH INSTITUTE,DC,"$124,906"
HPV and/or Cervical Cancer Vaccines,2012,NIGMS,5SC2AI090922-03,,Anogenital HPV Infection in a Population-Based Sample of Puerto Rican Women,"ORTIZ, ANA",UNIVERSITY OF PUERTO RICO MED SCIENCES,PR,"$148,500"
HPV and/or Cervical Cancer Vaccines,2012,NCI,1R01CA160744-01A1,,Comparative and Cost-Effectiveness of Preventing HPV-Related Diseases,"KIM, JANE",HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),MA,"$308,121"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA143130-03,,Understanding and Enhancing T-Cell Responses to high Risk Human Papillomaviruses,"NAKAGAWA, MAYUMI",UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,AR,"$639,225"
HPV and/or Cervical Cancer Vaccines,2012,NIMHD,2R44MD005198-03A1,,HPV Vaccine Education Intervention for Medically Underserved High-risk Population,"VALDEZ, ARMANDO",VALDEZ AND ASSOCIATES,CA,"$500,000"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA047622-19,,Papillomavirus Host Interation,"CHRISTENSEN, NEIL",PENNSYLVANIA STATE UNIVERSITY,PA,"$312,621"
HPV and/or Cervical Cancer Vaccines,2012,NCI,1R01CA166559-01,,Quadrivalent Human Papillomavirus (HPV) Vaccine in Cancer Survivors,"LANDIER, WENDY",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$668,385"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5U01CA078527-15,,Persistent HPV in Women at Risk for Cervix Cancer,"BURK, ROBERT",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$567,757"
HPV and/or Cervical Cancer Vaccines,2012,NINR,1R03NR013558-01,,Tailoring an Intervention with Parents in Rural Areas to Reduce HPV Transmission,"THOMAS, TAMI",EMORY UNIVERSITY,GA,"$80,397"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R21CA159908-02,,HPV Vaccination in the Cambodian Community,"TAYLOR, VICTORIA",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$229,680"
HPV and/or Cervical Cancer Vaccines,2012,NIAID,1R21AI095590-01A1,,"Optimizing HPV Vaccination: Parents, Providers and Pre-teen Boys","CATES, JOAN",UNIVERSITY OF N CAROLINA AT CHAPEL HILL,NC,"$296,000"
HPV and/or Cervical Cancer Vaccines,2012,NIAID,5K23AI077759-03,,Post-Vacc. HPV Genotype Distr. Among HIV+ and HIV- Young Women in S. Africa,"ADLER, DAVID",UNIVERSITY OF ROCHESTER,NY,"$125,390"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5K01CA155417-02,,An HPV Health Communication Randomized Controlled Trial Intervention,"WALLINGTON, SHERRIE",GEORGETOWN UNIVERSITY,DC,"$131,741"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5U01CA141583-04,,Novel Interventions Against HPV-associated Neoplasia,"LAMBERT, PAUL",UNIVERSITY OF WISCONSIN MADISON,WI,"$728,157"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA157469-02,,"Cytology vs at home HPV screening for detection of CIN 2,3,CIS","KIVIAT, NANCY",UNIVERSITY OF WASHINGTON,WA,"$628,826"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R01CA148966-03,,Expanded Phase II Trial of Carraguard for Prevention of HPV Infection,"EINSTEIN, MARK",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$804,139"
HPV and/or Cervical Cancer Vaccines,2012,NCI,5R03CA150570-02,,Message Framing and HPV Vaccination Acceptance among African Americans,"NAN, XIAOLI",UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS,MD,"$75,000"
