Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Heart Disease - Coronary Heart Disease,2015,NHLBI,5P01HL060901-13,6623,RAGE and Mechanisms of cardiac dysfunction,"RAMASAMY, RAVICHANDRAN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$265,550"
Heart Disease - Coronary Heart Disease,2015,NHLBI,5P01HL060901-13,6627,Mouse Breeding and Procedure Core,"YAN, SHI-FANG",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$329,203"
Heart Disease - Coronary Heart Disease,2015,NHLBI,5R01HL097979-05,,Antiarrhythmic Mechanisms in the Hearts of Hibernating Mammals,"XIE, LAI-HUA",RBHS-NEW JERSEY MEDICAL SCHOOL,NJ,"$387,621"
Heart Disease - Coronary Heart Disease,2015,NHLBI,1K22HL117917-01A1,,Regulation of Vascular Calcification by Adenosine Signaling,"ST HILAIRE, CYNTHIA",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$249,000"
Heart Disease - Coronary Heart Disease,2015,NHLBI,4R44HL117488-02,,"CM-65, a Targeted Contrast Agent for Cardiac Magnetic Resonance Perfusion Imaging","HUMBLET, VALERIE","COLLAGEN MEDICAL, LLC",MA,"$427,371"
Heart Disease - Coronary Heart Disease,2015,NHLBI,4R44HL117572-02,,Phase II Trial Evaluating the Safety and Efficacy of an Allogeneic Stem Cell for,"TING, ANTHONY","ATHERSYS, INC.",OH,"$865,500"
Heart Disease - Coronary Heart Disease,2015,NHLBI,5R01HL102202-04,,Role of mitochondria in cardiac ischemia,"LI, PEIFENG",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$380,952"
Heart Disease - Coronary Heart Disease,2015,NHLBI,5U01HL118738-03,,Coronary Blood Flow: Integrated Theory and Experiments,"BEARD, DANIEL",UNIVERSITY OF MICHIGAN,MI,"$664,218"
Heart Disease - Coronary Heart Disease,2015,NHLBI,1R21HL121627-01A1,,Novel Analyses of Abdominal Computed Tomography Data in CARDIA,"ODEGAARD, ANDREW",UNIVERSITY OF CALIFORNIA-IRVINE,CA,"$109,185"
Heart Disease - Coronary Heart Disease,2015,NCI,2R01CA138962-07,,The VITamin D and OmegA-3 TriaL (VITAL),"MANSON, JOANN",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$3,124,816"
Heart Disease - Coronary Heart Disease,2015,NHLBI,2R01CA138962-07,,The VITamin D and OmegA-3 TriaL (VITAL),"MANSON, JOANN",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$1,210,345"
Heart Disease - Coronary Heart Disease,2015,NHLBI,5R01HL108160-04,,REVERSE CHOLESTEROL TRANSPORT IN HUMANS,"OSTLUND, RICHARD",WASHINGTON UNIVERSITY,MO,"$507,122"
