Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Heart Disease,2014,NIMHD,1K22MD006133-01,,"Dynamic Interplay of Socioeconomic Position, Perinatal Outcomes and Cardiovascula","BARRINGTON, DEBBIE",GEORGETOWN UNIVERSITY,DC,"$208,334"
Heart Disease,2014,NHLBI,5R44HL099192-03,,Minimally Invasive Pediatric VAD for Treatment of Acute Heart Failure,"CORBETT, SCOTT","ABIOMED, INC.",MA,"$428,642"
Heart Disease,2014,NHLBI,5R01HL106190-03,,Angiomyogenesis with HIF-1a responsive microRNAs,"HABEEBAHMED, RAFEEQ",UNIVERSITY OF CINCINNATI,OH,"$543,280"
Heart Disease,2014,NHLBI,5U01HL105561-03,,The ISCHEMIA Trial - IICC,"SHAW, LESLEE",EMORY UNIVERSITY,GA,"$1,061,285"
Heart Disease,2014,NHLBI,5U01HL105462-03,,The ISCHEMIA Trial - SDCC,"O'BRIEN, SEAN",DUKE UNIVERSITY,NC,"$2,085,736"
Heart Disease,2014,NHLBI,5U01HL094345-05,,THAPCA Trials - Scientific Application,"MOLER, FRANK",UNIVERSITY OF MICHIGAN,MI,"$2,020,850"
Heart Disease,2014,NHLBI,5U01HL105907-03,,The Ischemia Trial - CCC,"HOCHMAN, JUDITH",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$13,546,604"
Heart Disease,2014,NHLBI,5R01HL090615-05,,Cerebral Blood Flow in Single Ventricle and Normal Children Utilizing MRI,"FOGEL, MARK",CHILDREN'S HOSP OF PHILADELPHIA,PA,"$651,890"
Heart Disease,2014,NCATS,1R41TR001009-01A1,,New Functionally-Graded Biohybrid Vascular Graft,"VOHRA, YOGESH","VIVO BIOSCIENCES, INC.",AL,"$192,314"
Heart Disease,2014,NHLBI,5R01HL106043-03,,Multiethnic Study of Breast Arterial Calcium Gradation and CVD,"IRIBARREN, CARLOS",KAISER FOUNDATION RESEARCH INSTITUTE,CA,"$1,365,927"
Heart Disease,2014,NHLBI,5R01HL090521-04,,Effects of a Pulse Induced by a Constant-Flow Total Cardiac Replacement Device,"FRAZIER, O.",TEXAS HEART INSTITUTE,TX,"$786,666"
Heart Disease,2014,NHLBI,5K08HL103631-05,,Career Development in Outcomes Assessment in Congenital Heart Surgery,"PASQUALI, SARA",UNIVERSITY OF MICHIGAN,MI,"$123,740"
Heart Disease,2014,NHLBI,5R01HL075360-11,,The Role of Macrophage-Derived MMP-9 in LV Remodeling,"LINDSEY, MERRY",UNIVERSITY OF MISSISSIPPI MED CTR,MS,"$378,749"
Heart Disease,2014,OD,1R25OD016482-01,,Discover Health/Descubre la Salud: A Colorado Community Engagement Project,"DUSENBERY, PAUL",SPACE SCIENCE INSTITUTE,CO,"$258,330"
Heart Disease,2014,NHLBI,5R01HL113697-02,,Childhood Origins for Cardiac Structure and Function,"SUN, SHUMEI",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$638,138"
Heart Disease,2014,NIMH,1R01MH100311-01,,Improving Mental Health through Integration with Primary Care in Rural Karnataka,"EKSTRAND, MARIA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,"$406,842"
Heart Disease,2014,NHLBI,5R00HL097030-04,,MRI-Guided Cardiac Focused Ultrasound Ablation,"RIEKE, VIOLA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,"$238,818"
Heart Disease,2014,NHLBI,5R01HL114676-02,,Sleep Restriction and Augmented Vascular Risk in Prehypertension,"SOMERS, VIREND",MAYO CLINIC ROCHESTER,MN,"$596,174"
Heart Disease,2014,NIA,2RF1AG015301-23A1,,Alzheimer Caregiver Coping: Mental and Physical Health,"GRANT, IGOR",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$4,444,456"
Heart Disease,2014,NHLBI,5R01HL074257-09,,PDGF Receptor Signaling in Mammalian Development,"TALLQUIST, MICHELLE",UNIVERSITY OF HAWAII AT MANOA,HI,"$421,965"
Heart Disease,2014,NHLBI,5R01HL089115-08,,Improving Neurologic Outcomes in Diabetics Undergoing Cardiac Surgery,"KINCAID, EDWARD",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,"$689,027"
Heart Disease,2014,NHLBI,5K08HL114642-03,,Rare coding variation and risk for myocardial infarction,"STITZIEL, NATHAN",WASHINGTON UNIVERSITY,MO,"$137,160"
Heart Disease,2014,NHLBI,5K23HL114868-03,,Cardio-renal phenotype and prognosis in chronic heart failure,"TESTANI, JEFFREY",YALE UNIVERSITY,CT,"$155,134"
Heart Disease,2014,NHLBI,5R01HL104284-04,,Global Cardiovascular Disease Policy Model for Screening Prevention and Treatment,"GAZIANO, THOMAS",HARVARD SCHOOL OF PUBLIC HEALTH,MA,"$625,778"
Heart Disease,2014,NHLBI,5R01HL103877-03,,Physiology and Biophysics of Cardiac Slo2.1 Channels,"SANGUINETTI, MICHAEL",UNIVERSITY OF UTAH,UT,"$501,737"
Heart Disease,2014,NHLBI,5R01HL091069-05,,PRE-DETERMINE: Biologic Markers and MRI SCD Cohort Study,"ALBERT, CHRISTINE",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$1,286,326"
Heart Disease,2014,NIDA,5R01DA029141-04,,Medical Consequences of Long-Term Anabolic-Androgenic Steroid Abuse,"POPE, HARRISON",MCLEAN HOSPITAL,MA,"$527,641"
Heart Disease,2014,NHLBI,5R01HL105911-04,,"Biodegradable, Thermoresponsive Hydrogels to Treat Ischemic Cardiomyopathy","WAGNER, WILLIAM",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$350,109"
Heart Disease,2014,NIEHS,5R01ES019584-03,,Long-term Air Pollution Exposure and Mortality in the NIH-AARP Cohort,"THURSTON, GEORGE",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$399,638"
Heart Disease,2014,NHLBI,5R01HL047678-20,,Development of Novel Approaches for the Pharmacologic Treatment of Atrial Fibrill,"ANTZELEVITCH, CHARLES","MASONIC MEDICAL RESEARCH LABORATORY, INC",NY,"$428,750"
