Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Uterine Cancer,2015,NCI,5R01CA172490-03,,Characterizing and Targeting CHD4 Deficiency in Endometrial Cancer,"LIN, SHIAW-YIH",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,"$323,036"
Uterine Cancer,2015,NCI,5UM1CA173642-03,,Women's Health Initiative Cancer Survivor Cohort,"ANDERSON, GARNET",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$2,539,856"
Uterine Cancer,2015,NCI,1R01CA183877-01A1,,Pathobiology and Mechanism of Progesterone Resistance in Human Endometrial Cancer,"MEMARZADEH, SANAZ",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$352,275"
Uterine Cancer,2015,NCI,1R21CA185811-01A1,,Population-based Cohort of Endometrial Cancer Survivors in Utah,"HASHIBE, MIA",UNIVERSITY OF UTAH,UT,"$194,445"
Uterine Cancer,2015,NCI,5R01CA168755-03,,Inflammation and immunity in the crucible of premalignancy,"ERLEBACHER, ADRIAN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$486,936"
Uterine Cancer,2015,NCI,5R01CA155513-04,,Influence of AKT pathway on progesterone receptor function in endometrial cancer,"KIM, JI-YONG",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$320,588"
Uterine Cancer,2015,NCI,5R01CA082838-13,,Molecular Pathoepidemiology of Endometrial Cancer Risk,"DEVIVO, IMMACULATA",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$430,973"
Uterine Cancer,2015,NCI,5U10CA180868-02,,NRG ONCOLOGY NETWORK GROUP OPERATIONS CENTER,"WOLMARK, NORMAN","NRG ONCOLOGY FOUNDATION, INC.",PA,"$16,911,229"
Uterine Cancer,2015,NCI,5R01CA099908-13,,Targeted Therapy for Endometrial Cancer,"LESLIE, KIMBERLY",UNIVERSITY OF IOWA,IA,"$252,448"
Uterine Cancer,2015,NCI,5R01CA175486-02,,Systematic Functional Characterization of RNA Editing in Endometrial Cancer,"LIANG, HAN",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,"$332,000"
Uterine Cancer,2015,NCI,5R01CA175100-03,,Revving-Up Exercise for Sustained Weight-Loss by Altering Neurological Reward & D,"NOCK, NORA",CASE WESTERN RESERVE UNIVERSITY,OH,"$511,711"
Uterine Cancer,2015,NCI,5U01CA176067-02,,Integrated genomic analysis of racial disparities in endometrial cancer,"SANTIN, ALESSANDRO",YALE UNIVERSITY,CT,"$348,353"
Uterine Cancer,2015,NCI,5R01CA176502-02,,Stabilizing nuclear p27kip1 as a therapeutic target for endometrial cancer,"GOLD, LESLIE",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$586,799"
Uterine Cancer,2015,NCI,5P01CA077839-14,7365,PTEN-C0X2-mT0R SIGNALING IN ENDOMETRIAL CANCER,"DEY, SUDHANSU",MAYO CLINIC ARIZONA,AZ,"$237,840"
Uterine Cancer,2015,NCI,5R01CA172279-02,,Novel epigenetic paradigm in endometrial cancer recurrence,"HUANG, TIM",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,"$308,364"
Uterine Cancer,2015,NIGMS,5R01GM041890-28,,The Role of PI3K in Growth Regulation,"CANTLEY, LEWIS",WEILL MEDICAL COLL OF CORNELL UNIV,NY,"$491,550"
Uterine Cancer,2015,NCI,5R01CA162139-04,,"The Lymphedema and Gynecologic Cancer (LEG) Study: Incidence, Risk Factors, and","BARAKAT, RICHARD",SLOAN-KETTERING INST CAN RESEARCH,NY,"$580,614"
Uterine Cancer,2015,NICHD,5R01HD042311-12,,Molecular Analysis of Uterine Receptivity,"LYDON, JOHN",BAYLOR COLLEGE OF MEDICINE,TX,"$320,665"
Uterine Cancer,2015,NCI,5K01CA154938-05,,Addressing Psychosocial Disparities in Rural Hispanic Cancer Survivors,"CEBALLOS, RACHEL",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$139,976"
Uterine Cancer,2015,NCI,5F31CA174316-04,,Structural mutation analysis of PTEN and its possible genotype-phenotype correlat,"SMITH, IRIS",UNIVERSITY OF HOUSTON,TX,"$28,622"
